Formulation_ID,group_key,group_primary_cas,group_primary_name,group_key_src,group_primary_from_same_row,group_primary_ing_idx,group_primary_cas_ing_idx,group_primary_name_ing_idx
Cancer_PID_1057,1330-20-7,1330-20-7,Xylene,cas,True,0.0,0.0,0.0
Cancer_PID_108,134678-17-4,134678-17-4,Lamivudine,cas,True,0.0,0.0,0.0
Cancer_PID_12,3'-Azido-3'-Deoxythymidine,,3'-Azido-3'-Deoxythymidine,name,False,0.0,,0.0
Cancer_PID_13,3'-Azido-3'-Deoxythymidine,,3'-Azido-3'-Deoxythymidine,name,False,0.0,,0.0
Cancer_PID_14,3'-Azido-3'-Deoxythymidine,,3'-Azido-3'-Deoxythymidine,name,False,0.0,,0.0
Cancer_PID_141,Beta-nitrostyrene,,Beta-nitrostyrene,name,False,0.0,,0.0
Cancer_PID_15,3'-Azido-3'-deoxythymidine,,3'-Azido-3'-deoxythymidine,name,False,0.0,,0.0
Cancer_PID_159,Bisether,,Bisether,name,False,0.0,,0.0
Cancer_PID_16,3'-Azido-3'-deoxythymidine,,3'-Azido-3'-deoxythymidine,name,False,0.0,,0.0
Cancer_PID_6,57653-85-7,57653-85-7,"1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin",cas,True,0.0,0.0,0.0
Cancer_PID_9,121-14-2,121-14-2,"2,4-Dinitrotoluene",cas,True,0.0,0.0,0.0
Cancer_PID_957,TEF evaluation (Binary mixture,,TEF evaluation (Binary mixture,name,False,0.0,,0.0
Cancer_PID_958,TEF evaluation,,TEF evaluation,name,False,0.0,,0.0
Cancer_PID_959,1336-36-3,1336-36-3,Polychlorinated Biphenyls (PCBs),cas,True,0.0,0.0,0.0
Cancer_PID_97,57-14-7,57-14-7,"N,N-Dimethylhydrazine Standard",cas,True,1.0,1.0,1.0
Cancer_PID_98,12001-29-5,12001-29-5,Chrysotile,cas,True,0.0,0.0,0.0
Cancer_PID_99,Aspirin,,Aspirin,name,False,0.0,,0.0
EyeIrritation6pack_PID10,단일 성분,,단일 성분,name,False,0.0,,0.0
EyeIrritation6pack_PID100,64742-94-5,64742-94-5,"Solvent Naphtha (petroleum), heavy >",cas,True,2.0,2.0,2.0
EyeIrritation6pack_PID1000,2303-17-5,2303-17-5,Tri-allate,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID1001,199119-58-9,199119-58-9,"Synonyms : Trifloxysulfuron sodium,Trifloxysulfuron sodium salt",cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID1002,1582-09-8,1582-09-8,Trifluralin 480 g/L,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID1004,131983-72-7,131983-72-7,Triticonazole,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID1005,6440-58-0,6440-58-0,"1,3-Dimethylol-5,5-dimethylhydantoin",cas,True,2.0,2.0,2.0
EyeIrritation6pack_PID1007,330-54-1,330-54-1,Diuron,cas,True,2.0,2.0,2.0
EyeIrritation6pack_PID1008,60207-90-1,60207-90-1,"water repellents and wood preservative be completely dry before glazing, painting, % VOC",cas,False,3.0,3.0,0.0
EyeIrritation6pack_PID1009,199119-58-9,199119-58-9,Trifloxysulfuron-sodium,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID101,317815-83-1,317815-83-1,Thiencarbazone-methyl,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID1011,64742-94-5,64742-94-5,Aromatic hydrocarbon 2 Moderate 2 Flammability,cas,True,2.0,2.0,2.0
EyeIrritation6pack_PID1012,138261-41-3,138261-41-3,Imidacloprid,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID1013,35367-38-5,35367-38-5,Diflubenzuron,cas,True,19.0,19.0,19.0
EyeIrritation6pack_PID1016,134-62-3,134-62-3,DEET,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID1018,7704-34-9,7704-34-9,Sulphur,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID1019,52315-07-8,52315-07-8,Light aromatic naptha,cas,False,0.0,0.0,1.0
EyeIrritation6pack_PID102,67485-29-4,67485-29-4,Content (W/W),cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID1020,40487-42-1,40487-42-1,Pendimethalin,cas,True,4.0,4.0,4.0
EyeIrritation6pack_PID1021,1071-83-6,1071-83-6,Glyphosate,cas,True,2.0,2.0,2.0
EyeIrritation6pack_PID1022,138261-41-3,138261-41-3,Imidacloprid,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID1023,108-62-3,108-62-3,"2,4,6,8-Tetramethyl-1,3,5,7-tetroxocane",cas,True,2.0,2.0,2.0
EyeIrritation6pack_PID1024,"Metconazole (-[(4-chlorophenyl)methyl]-2,2-dimethyl-1-(1H-1,2,4- 38-43 Active Ingredient",,"Metconazole (-[(4-chlorophenyl)methyl]-2,2-dimethyl-1-(1H-1,2,4- 38-43 Active Ingredient",name,False,0.0,,0.0
EyeIrritation6pack_PID1025,125116-23-6,125116-23-6,"Metconazole (-[(4-chlorophenyl)methyl]-2,2-dimethyl-1-(1H-1,2,4- 48.5 - 51.5 Active Ingredient",cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID1026,39515-41-8,39515-41-8,Fenpropathrin,cas,True,2.0,2.0,2.0
EyeIrritation6pack_PID1027,122548-33-8,122548-33-8,Imazosulfuron Technical,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID1028,165252-70-0,165252-70-0,1-Methyl-2-nitro-3-((tetrahydrofuran-3-yl)methyl)guanidine,cas,True,4.0,4.0,4.0
EyeIrritation6pack_PID1029,103361-09-7,103361-09-7,Flumioxazin,cas,True,2.0,2.0,2.0
EyeIrritation6pack_PID103,153719-23-4,153719-23-4,Thiamethoxam,cas,True,8.0,8.0,8.0
EyeIrritation6pack_PID1031,62-73-7,62-73-7,Dichlorvos,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID1032,82657-04-3,82657-04-3,Bifenthrin,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID1033,125401-92-5,125401-92-5,Bispyribac-sodium,cas,True,9.0,9.0,9.0
EyeIrritation6pack_PID1034,90-43-7,90-43-7,2-Phenylphenol,cas,True,2.0,2.0,2.0
EyeIrritation6pack_PID1037,64742-94-5,64742-94-5,"Solvent naphtha (petroleum), heavy aromatic",cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID1038,5234-68-4,5234-68-4,carboxin,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID1039,7732-18-5,7732-18-5,Water,cas,True,2.0,2.0,2.0
EyeIrritation6pack_PID104,243973-20-8,243973-20-8,Pinoxaden,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID1040,153719-23-4,153719-23-4,Thiamethoxam,cas,True,2.0,2.0,2.0
EyeIrritation6pack_PID1042,500008-45-7,500008-45-7,chlorantraniliprole chlorantraniliprol,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID1043,107534-96-3,107534-96-3,Other/Inert Ingredients,cas,False,1.0,1.0,0.0
EyeIrritation6pack_PID1044,29450-45-1,29450-45-1,2-Ethylhexyl (4-chloro-2-methylphenoxy)acetate,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID1045,26225-79-6,26225-79-6,Ethofumesate (ISO),cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID1048,12069-69-1,12069-69-1,Copper (II) carbonate--copper(II) hydroxide (:1,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID105,81406-37-3,81406-37-3,Fluroxypyr-meptyl,cas,True,2.0,2.0,2.0
EyeIrritation6pack_PID1050,91465-08-6,91465-08-6,lambda-Cyhalothrin,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID1051,104-55-2,104-55-2,3-Phenylprop-2-enal,cas,True,3.0,3.0,3.0
EyeIrritation6pack_PID1052,121451-02-3,121451-02-3,Noviflumuron,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID1053,2758-42-1,2758-42-1,"Dimethylamine Salt of -(2,4-Dichlorphenoxy) 23 True",cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID1054,422556-08-9,422556-08-9,Pyroxsulam,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID1055,34256-82-1,34256-82-1,Acetochlor,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID1056,175013-18-0,175013-18-0,Pyraclostrobin,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID1059,7722-84-1,7722-84-1,Hydrogen peroxide,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID1060,110488-70-5,110488-70-5,ametoctradin,cas,False,2.0,2.0,0.0
EyeIrritation6pack_PID1061,8018-01-7,8018-01-7,Mancozeb,cas,True,2.0,2.0,2.0
EyeIrritation6pack_PID1062,471-46-5,471-46-5,"Synonyms : oxamide,oxalamide",cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID1064,156052-68-5,156052-68-5,Zoxamide,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID107,131860-33-8,131860-33-8,Azoxystrobin 50 NA NA NA NA,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID110,85409-22-9,85409-22-9,Alkylbenzyl dimethyl ammonium chloride,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID115,60207-90-1,60207-90-1,Synonym: CGA 64250,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID116,139968-49-3,139968-49-3,Metaflumizone,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID117,175013-18-0,175013-18-0,Pyraclostrobin,cas,True,8.0,8.0,8.0
EyeIrritation6pack_PID118,175013-18-0,175013-18-0,Pyraclostrobin,cas,True,5.0,5.0,5.0
EyeIrritation6pack_PID119,188425-85-6,188425-85-6,Boscalid,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID120,110488-70-5,110488-70-5,Fluxapyroxad,cas,False,6.0,6.0,1.0
EyeIrritation6pack_PID121,141517-21-7,141517-21-7,Trifloxystrobin,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID123,865318-97-4,865318-97-4,Ametoctradin,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID124,210631-68-8,210631-68-8,Topramezone technical,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID125,907204-31-3,907204-31-3,Fluxapyroxad,cas,True,2.0,2.0,2.0
EyeIrritation6pack_PID126,175013-18-0,175013-18-0,Pyraclostrobin,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID127,67701-09-1,67701-09-1,PotassiumSaltsofFattyAcids,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID128,93-65-2,93-65-2,(+/-)-2-(4-Chloro-2-methylphenoxy)propionic acid,cas,True,7.0,7.0,7.0
EyeIrritation6pack_PID131,68359-37-5,68359-37-5,Cyfluthrin,cas,True,3.0,3.0,3.0
EyeIrritation6pack_PID132,1582-09-8,1582-09-8,Trifluralin,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID134,5915-41-3,5915-41-3,Terbutylazine,cas,True,2.0,2.0,2.0
EyeIrritation6pack_PID137,95737-68-1,95737-68-1,Pyriproxyfen,cas,True,2.0,2.0,2.0
EyeIrritation6pack_PID138,Bentazon,,Bentazon,name,False,0.0,,0.0
EyeIrritation6pack_PID142,13684-56-5,13684-56-5,desmedipham (ISO); ethyl 3-phenylcarbamoyloxyphenylcarbamate 15,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID143,82657-04-3,82657-04-3,Bifenthrin Weight %,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID144,82657-04-3,82657-04-3,Bifenthrin .069,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID145,57-13-6,57-13-6,Calcium Limestone (>=80 - <=),cas,False,2.0,2.0,0.0
EyeIrritation6pack_PID146,82657-04-3,82657-04-3,Bifenthrin 7.9 NA NA NA NA,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID147,Bifenthrin,,Bifenthrin,name,False,0.0,,0.0
EyeIrritation6pack_PID148,82657-04-3,82657-04-3,Bifenthrin 7.9 NA NA NA NA,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID149,82657-04-3,82657-04-3,"Cary, NC 27513 Bifenthrin (2 methyl[1,1’ –biphenyl]-3-yl)",cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID150,82657-04-3,82657-04-3,Bifenithrin technical,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID151,82657-04-3,82657-04-3,Bifenthrin,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID152,82657-04-3,82657-04-3,Bifenthrin,cas,True,2.0,2.0,2.0
EyeIrritation6pack_PID153,82657-04-3,82657-04-3,Bifenthrin,cas,True,2.0,2.0,2.0
EyeIrritation6pack_PID154,82657-04-3,82657-04-3,Bifenthrin,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID155,82657-04-3,82657-04-3,Bifenthrin,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID157,2893-78-9,2893-78-9,Sodium Dichloro-S-Triazinetrione,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID160,125401-92-5,125401-92-5,RN,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID167,52315-07-8,52315-07-8,Cypermethrin,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID168,131929-60-7,131929-60-7,Note : Spinosad is comprised of Spinosyn A () and Spinosyn D,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID17,23564-05-8,23564-05-8,Thiophanate-methyl,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID170,188425-85-6,188425-85-6,RN,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID173,1897-45-6,1897-45-6,Chlorothalonil,cas,True,5.0,5.0,5.0
EyeIrritation6pack_PID175,7704-34-9,7704-34-9,Sulfur,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID176,116255-48-2,116255-48-2,Bromuconazole,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID177,116255-48-2,116255-48-2,Bromuconazole,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID178,116255-48-2,116255-48-2,Bromuconazole,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID179,116255-48-2,116255-48-2,"Bromuconazole 1-[(2RS,4RS:2RS,4SR)-4-bromo-2-(2,4dichlorophenyl) tetrahydrofurfuryl]-1H-1,2,4-triazole",cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID18,2634-33-5,2634-33-5,"1,2-Benzisothiazol-3(2H)-one",cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID180,51-03-6,51-03-6,Piperonyl butoxide,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID182,175013-18-0,175013-18-0,Pyraclostrobin,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID186,1912-24-9,1912-24-9,2-chloro-4-ethylamino-6-isopropylamino-s- Atrazine triazine,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID194,133-06-2,133-06-2,Captan,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID195,Captan,,Captan,name,False,0.0,,0.0
EyeIrritation6pack_PID196,133-06-2,133-06-2,"Captan: N-[(trichloromethyl)thio]-4-cyclohexene-1, 2-",cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID197,82657-04-3,82657-04-3,Bifenthrin,cas,True,3.0,3.0,3.0
EyeIrritation6pack_PID205,67-63-0,67-63-0,Isopropanol -No,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID213,1918-00-9,1918-00-9,Dicamba,cas,True,2.0,2.0,2.0
EyeIrritation6pack_PID214,33089-61-1,33089-61-1,Amitraz,cas,True,3.0,3.0,3.0
EyeIrritation6pack_PID217,21087-64-9,21087-64-9,Metribuzin (active ingredient),cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID218,56-81-5,56-81-5,glycerol,cas,True,3.0,3.0,3.0
EyeIrritation6pack_PID219,103361-09-7,103361-09-7,Flumioxazin,cas,True,3.0,3.0,3.0
EyeIrritation6pack_PID220,Abamectin 2 NE NE,,Abamectin 2 NE NE,name,False,0.0,,0.0
EyeIrritation6pack_PID221,111991-09-4,111991-09-4,Nicosulfuron,cas,True,2.0,2.0,2.0
EyeIrritation6pack_PID222,90-43-7,90-43-7,2-Phenylphenol,cas,True,3.0,3.0,3.0
EyeIrritation6pack_PID223,2008-39-1,2008-39-1,"(2,4-Dichlorophenoxy)acetic acid dimethylamine",cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID224,2008-39-1,2008-39-1,"(2,4-Dichlorophenoxy)acetic acid dimethylamine",cas,True,6.0,6.0,6.0
EyeIrritation6pack_PID225,2008-39-1,2008-39-1,"(2,4-Dichlorophenoxy)acetic acid dimethylamine",cas,True,4.0,4.0,4.0
EyeIrritation6pack_PID226,2008-39-1,2008-39-1,"(2,4-Dichlorophenoxy)acetic acid dimethylamine",cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID228,131983-72-7,131983-72-7,Triticonazole,cas,True,3.0,3.0,3.0
EyeIrritation6pack_PID229,2893-78-9,2893-78-9,Sodium dichloroisocyanurate,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID23,131860-33-8,131860-33-8,Azoxystrobin,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID231,1897-45-6,1897-45-6,Chlorothalonil,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID233,2921-88-2,2921-88-2,Chlorpyrifos,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID24,14433-76-2,14433-76-2,"Decanamide, N,N-dimethyl-",cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID240,114311-32-9,114311-32-9,Proprietary ingredients,cas,False,0.0,0.0,1.0
EyeIrritation6pack_PID241,122008-85-9,122008-85-9,Cyhalofop-butyl,cas,True,2.0,2.0,2.0
EyeIrritation6pack_PID242,101200-48-0,101200-48-0,Tribenuron-methyl,cas,True,6.0,6.0,6.0
EyeIrritation6pack_PID243,101200-48-0,101200-48-0,Tribenuron-methyl,cas,True,6.0,6.0,6.0
EyeIrritation6pack_PID246,Clothianidin,,Clothianidin,name,False,0.0,,0.0
EyeIrritation6pack_PID247,Clothianidin,,Clothianidin,name,False,0.0,,0.0
EyeIrritation6pack_PID251,210880-92-5,210880-92-5,Clothianidin 30 - 60 Active ingredient,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID252,56-72-4,56-72-4,Coumaphos,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID253,56-72-4,56-72-4,phosphorothioate,cas,False,2.0,2.0,0.0
EyeIrritation6pack_PID254,68477-31-6,68477-31-6,Catalytic reformer petroleum,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID255,56-72-4,56-72-4,>= Tradesecret,cas,False,2.0,2.0,1.0
EyeIrritation6pack_PID256,56-72-4,56-72-4,Coumaphos,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID258,1071-83-6,1071-83-6,Glyphosate,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID263,188425-85-6,188425-85-6,Boscalid,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID267,Coumaphos,,Coumaphos,name,False,0.0,,0.0
EyeIrritation6pack_PID269,68157-60-8,68157-60-8,Forchlorfenuron 1 not set not set,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID270,153719-23-4,153719-23-4,Thiamethoxam,cas,True,3.0,3.0,3.0
EyeIrritation6pack_PID271,119446-68-3,119446-68-3,Difenoconazole,cas,True,3.0,3.0,3.0
EyeIrritation6pack_PID272,153719-23-4,153719-23-4,Thiamethoxam,cas,True,3.0,3.0,3.0
EyeIrritation6pack_PID273,153719-23-4,153719-23-4,"3-(2-chloro-1,3-thiazol-5-ylmethyl)-5- methyl-1,3,5-oxadiazinan-4- ylidene(nitro)amine",cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID274,7173-51-5,7173-51-5,Inert Ingredients,cas,False,1.0,1.0,2.0
EyeIrritation6pack_PID275,120068-37-3,120068-37-3,Fipronil,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID276,91465-08-6,91465-08-6,3.1 Substance/Mixture,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID277,1897-45-6,1897-45-6,Chlorothalonil not listed,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID28,65195-55-3,65195-55-3,Avermectin B1a,cas,True,3.0,3.0,3.0
EyeIrritation6pack_PID281,120116-88-3,120116-88-3,"Cyazofamid 4-chloro-2-cyano-N,N-dimethyl-5-p-tolylimidazole-1-sulfonamide",cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID282,68359-37-5,68359-37-5,Cyfluthrin 434.29 (3)-4123 4-(7)-1541,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID283,180409-60-3,180409-60-3,Cyflufenamid,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID286,68085-85-8,68085-85-8,alpha-Cyhalothrin,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID287,57966-95-7,57966-95-7,Cymoxanil,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID288,52315-07-8,52315-07-8,mol,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID289,86753-92-6,86753-92-6,"Synonyms : cypermethrin,Cypermethrin, High Effect",cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID29,65195-56-4,65195-56-4,Avermectin B1b,cas,True,3.0,3.0,3.0
EyeIrritation6pack_PID291,Cyproconazole,,Cyproconazole,name,False,0.0,,0.0
EyeIrritation6pack_PID293,121552-61-2,121552-61-2,mol,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID298,62-73-7,62-73-7,Dichlorvos,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID299,108-62-3,108-62-3,"2,4,6,8-Tetramethyl-1,3,5,7-tetroxocane",cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID3,104206-82-8,104206-82-8,"Mesotrione 2-[4-(methylsulfonyl)-2-nitrobenzoyl]-1,3-cyclohexanedione",cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID300,64742-71-8,64742-71-8,"Paraffin oils (petroleum), catalytic dewaxed >= 70 -<",cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID301,52918-63-5,52918-63-5,Deltamethrin,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID302,240494-70-6,240494-70-6,Metofluthrin,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID303,137-26-8,137-26-8,Bis(dimethylaminothiocarbonyl) disulfide,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID306,1897-45-6,1897-45-6,Chlorothalonil,cas,True,3.0,3.0,3.0
EyeIrritation6pack_PID31,71751-41-2,71751-41-2,Abamectin,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID310,"Component CAS No. Weight, % Hazard Code Napropamide   - Surfactant  to <  , ,  Surfactant 2 - <  , ,  Solvent - >",,"Component CAS No. Weight, % Hazard Code Napropamide   - Surfactant  to <  , ,  Surfactant 2 - <  , ,  Solvent - >",name,False,0.0,,0.0
EyeIrritation6pack_PID312,15299-99-7,15299-99-7,Napropamide,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID313,Napropamide,,Napropamide,name,False,0.0,,0.0
EyeIrritation6pack_PID314,15165-67-0,15165-67-0,Dichlorprop-P,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID316,35367-38-5,35367-38-5,Molecular Weight: 310.68,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID319,60-51-5,60-51-5,Dimethoate not listed,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID32,Name : Abamectin techn. min,,Name : Abamectin techn. min,name,False,0.0,,0.0
EyeIrritation6pack_PID321,165252-70-0,165252-70-0,Dinotefuran 202.21 (5)-6767,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID323,165252-70-0,165252-70-0,Dinotefuran,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID324,165252-70-0,165252-70-0,Dinotefuran (-No),cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID325,165252-70-0,165252-70-0,Dinotefuran,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID326,361377-29-9,361377-29-9,Fluoxastrobin,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID327,330-54-1,330-54-1,"Diuron 3-(3,4-dichlorophenyl)-1,1-dimethylurea",cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID328,330-54-1,330-54-1,Diuron,cas,True,2.0,2.0,2.0
EyeIrritation6pack_PID329,112281-77-3,112281-77-3,Tetraconazole,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID330,82657-04-3,82657-04-3,Bifenthrin,cas,True,3.0,3.0,3.0
EyeIrritation6pack_PID332,Deltamethrin (ISO),,Deltamethrin (ISO),name,False,0.0,,0.0
EyeIrritation6pack_PID333,122931-48-0,122931-48-0,RIMSULFURON,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID343,Elemental Sulfur,,Elemental Sulfur,name,False,0.0,,0.0
EyeIrritation6pack_PID344,7704-34-9,7704-34-9,Elemental Sulfur,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID345,51707-55-2,51707-55-2,Other ingredients (non-hazardous),cas,False,0.0,0.0,5.0
EyeIrritation6pack_PID347,111991-09-4,111991-09-4,Nicosulfuron,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID348,111991-09-4,111991-09-4,Methyl ethyl ketone > 35.0,cas,False,15.0,15.0,0.0
EyeIrritation6pack_PID349,117428-22-5,117428-22-5,Other/Inert Ingredients,cas,False,0.0,0.0,3.0
EyeIrritation6pack_PID350,57966-95-7,57966-95-7,Cymoxanil,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID351,858954-83-3,858954-83-3,Aminocyclopyrachlor methyl ester,cas,True,4.0,4.0,4.0
EyeIrritation6pack_PID352,858954-83-3,858954-83-3,Aminocyclopyrachlor methyl ester,cas,True,6.0,6.0,6.0
EyeIrritation6pack_PID354,183675-82-3,183675-82-3,Penthiopyrad,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID355,858956-08-8,858956-08-8,Urea,cas,False,5.0,5.0,0.0
EyeIrritation6pack_PID356,858956-08-8,858956-08-8,Potassium salt of aminocyclopyrachlor,cas,False,2.0,2.0,0.0
EyeIrritation6pack_PID358,183675-82-3,183675-82-3,Other/Inert Ingredients,cas,False,0.0,0.0,2.0
EyeIrritation6pack_PID360,141112-29-0,141112-29-0,Other/Inert Ingredients,cas,False,1.0,1.0,5.0
EyeIrritation6pack_PID361,500008-45-7,500008-45-7,Other/Inert Ingredients,cas,False,0.0,0.0,2.0
EyeIrritation6pack_PID362,500008-45-7,500008-45-7,Chlorantraniliprole >= 2.5 - <,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID363,111991-09-4,111991-09-4,Other/Inert Ingredients,cas,False,1.0,1.0,7.0
EyeIrritation6pack_PID364,1897-45-6,1897-45-6,Chlorothalonil,cas,True,5.0,5.0,5.0
EyeIrritation6pack_PID365,183675-82-3,183675-82-3,Other/Inert Ingredients,cas,False,0.0,0.0,2.0
EyeIrritation6pack_PID366,108-62-3,108-62-3,Metaldehyde,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID367,153719-23-4,153719-23-4,other ingredients determined not to be hazardous,cas,False,0.0,0.0,4.0
EyeIrritation6pack_PID368,111-77-3,111-77-3,2-Methoxyethoxyethanol,cas,True,1.0,1.0,1.0
EyeIrritation6pack_PID369,52-68-6,52-68-6,A straight insect control product for general turf use. Contains Dylox at,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID37,107534-96-3,107534-96-3,Tebuconazole,cas,True,0.0,0.0,0.0
EyeIrritation6pack_PID370,88671-89-0,88671-89-0,Myclobutanil,cas,True,5.0,5.0,5.0
