Formulation_ID,ingredient_name,cas,smiles,smiles_valid,smiles_canonical,structure_completeness,missing_reason
EyeIrritation6pack_PID352,Modified Aromatic Sulfonate Salt,,,,,active_only,principled_skip
EyeIrritation6pack_PID352,Other Ingredients,,,,,active_only,principled_skip
EyeIrritation6pack_PID352,Titanium dioxide,,[O]=[Ti]=[O],True,[O]=[Ti]=[O],active_only,present
EyeIrritation6pack_PID352,Quartz,,O=[Si]=O,True,O=[Si]=O,active_only,present
EyeIrritation6pack_PID352,Other/Inert Ingredients,,,,,active_only,principled_skip
EyeIrritation6pack_PID352,Aminocyclopyrachlor methyl ester,858954-83-3,COC(=O)C1=C(Cl)C(N)=NC(=N1)C1CC1,True,COC(=O)c1nc(C2CC2)nc(N)c1Cl,active_only,present
EyeIrritation6pack_PID354,Polyoxorim-zinc,146659-78-1,NC(=O)OC[C@H](O)[C@@H](O)[C@H](N)C(=O)N[C@H](C(=O)[O-])[C@H]1O[C@@H](n2cc(C(=O)[O-])c(=O)[nH]c2=O)[C@H](O)[C@@H]1O.[Zn+2],True,NC(=O)OC[C@H](O)[C@@H](O)[C@H](N)C(=O)N[C@H](C(=O)[O-])[C@H]1O[C@@H](n2cc(C(=O)[O-])c(=O)[nH]c2=O)[C@H](O)[C@@H]1O.[Zn+2],complete,present
EyeIrritation6pack_PID354,Penthiopyrad,183675-82-3,CC(C)CC(C)C1=C(NC(=O)C2=CN(C)N=C2C(F)(F)F)C=CS1,True,CC(C)CC(C)c1sccc1NC(=O)c1cn(C)nc1C(F)(F)F,complete,present
EyeIrritation6pack_PID355,Urea,,NC(N)=O,True,NC(N)=O,active_only,present
EyeIrritation6pack_PID355,NA Other Non-Hazardous Ingredients,,,,,active_only,principled_skip
EyeIrritation6pack_PID355,Prodiamine,,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],True,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],active_only,present
EyeIrritation6pack_PID355,Dolomitic limestone,,,,,active_only,principled_skip
EyeIrritation6pack_PID355,Other/Inert Ingredients,,,,,active_only,principled_skip
EyeIrritation6pack_PID355,Aminocyclopyrachlor,858956-08-8,NC1=NC(=NC(C(O)=O)=C1Cl)C1CC1,True,Nc1nc(C2CC2)nc(C(=O)O)c1Cl,active_only,present
EyeIrritation6pack_PID356,Potassium salt of aminocyclopyrachlor,,C1CC1C2=NC(=C(C(=N2)N)Cl)C(=O)[O-].[K+],True,Nc1nc(C2CC2)nc(C(=O)[O-])c1Cl.[K+],active_only,present
EyeIrritation6pack_PID356,Inert Ingredients,,C1CC1C2=NC(=C(C(=N2)N)Cl)C(=O)O,True,Nc1nc(C2CC2)nc(C(=O)O)c1Cl,active_only,present
EyeIrritation6pack_PID356,Aminocyclopyrachlor,,Nc1nc(C2CC2)nc(C(=O)O)c1Cl,True,Nc1nc(C2CC2)nc(C(=O)O)c1Cl,active_only,present
EyeIrritation6pack_PID356,Other/Inert Ingredients,,,,,active_only,principled_skip
EyeIrritation6pack_PID358,Penthiopyrad,,CC(C)CC(C)c1sccc1NC(=O)c1cn(C)nc1C(F)(F)F,True,CC(C)CC(C)c1sccc1NC(=O)c1cn(C)nc1C(F)(F)F,active_only,present
EyeIrritation6pack_PID358,Other Ingredients,,,,,active_only,principled_skip
EyeIrritation6pack_PID358,Other/Inert Ingredients,,,,,active_only,principled_skip
EyeIrritation6pack_PID360,Rimsulfuron,,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,True,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,active_only,present
EyeIrritation6pack_PID360,Isoxaflutole,,CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1,True,CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1,active_only,present
EyeIrritation6pack_PID360,Lignin Sulfonate Salt,,OP(=O)([O-])[O-].[Na+].[Na+],True,O=P([O-])([O-])O.[Na+].[Na+],active_only,present
EyeIrritation6pack_PID360,Disodium phosphate,,O=P([O-])([O-])O.[Na+].[Na+],True,O=P([O-])([O-])O.[Na+].[Na+],active_only,present
EyeIrritation6pack_PID360,Other Ingredients,,,,,active_only,principled_skip
EyeIrritation6pack_PID360,Other/Inert Ingredients,,,,,active_only,principled_skip
EyeIrritation6pack_PID361,Chlorantraniliprole,,CNC(=O)c1cc(Cl)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,True,CNC(=O)c1cc(Cl)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,active_only,present
EyeIrritation6pack_PID361,Other Ingredients,,,,,active_only,principled_skip
EyeIrritation6pack_PID361,Other/Inert Ingredients,,,,,active_only,principled_skip
EyeIrritation6pack_PID362,Chlorantraniliprole >= 2.5 - <,,CNC(=O)c1cc(Cl)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,True,CNC(=O)c1cc(Cl)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,complete,present
EyeIrritation6pack_PID362,+/--tartaric acid >= 20 - <,,O=C(O)C(O)C(O)C(=O)O,True,O=C(O)C(O)C(O)C(=O)O,complete,present
EyeIrritation6pack_PID362,sodium carbonate >= 1 - <,,O=C([O-])[O-].[Na+].[Na+],True,O=C([O-])[O-].[Na+].[Na+],complete,present
EyeIrritation6pack_PID362,Talc (Mg3H2(SiO3)) >= 1 - <,,[Mg+2].[Mg+2].[Mg+2].[O-][Si]12O[Si]3([O-])O[Si]([O-])(O1)O[Si]([O-])(O2)O3.[OH-].[OH-],True,[Mg+2].[Mg+2].[Mg+2].[O-][Si]12O[Si]3([O-])O[Si]([O-])(O1)O[Si]([O-])(O2)O3.[OH-].[OH-],complete,present
EyeIrritation6pack_PID363,Rimsulfuron,,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,True,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,active_only,present
EyeIrritation6pack_PID363,Nicosulfuron,,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1,True,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1,active_only,present
EyeIrritation6pack_PID363,Lignin Sulfonate Salt,,OP(=O)([O-])[O-].[Na+].[Na+],True,O=P([O-])([O-])O.[Na+].[Na+],active_only,present
EyeIrritation6pack_PID363,Disodium phosphate,,O=P([O-])([O-])O.[Na+].[Na+],True,O=P([O-])([O-])O.[Na+].[Na+],active_only,present
EyeIrritation6pack_PID363,"Ethyl 5,5-diphenyl-2-isoxazoline-3-carboxylate",,CCOC(=O)C1=NOC(c2ccccc2)(c2ccccc2)C1,True,CCOC(=O)C1=NOC(c2ccccc2)(c2ccccc2)C1,active_only,present
EyeIrritation6pack_PID363,Other Ingredients,,,,,active_only,principled_skip
EyeIrritation6pack_PID363,Titanium dioxide,,[O]=[Ti]=[O],True,[O]=[Ti]=[O],active_only,present
EyeIrritation6pack_PID363,Other/Inert Ingredients,,,,,active_only,principled_skip
EyeIrritation6pack_PID364,Penthiopyrad,,CC(C)CC(C)c1sccc1NC(=O)c1cn(C)nc1C(F)(F)F,True,CC(C)CC(C)c1sccc1NC(=O)c1cn(C)nc1C(F)(F)F,active_only,present
EyeIrritation6pack_PID364,Substituted Fatty Amide,,,,,active_only,principled_skip
EyeIrritation6pack_PID364,Ethoxylated Alkyl Ether,,,,,active_only,principled_skip
EyeIrritation6pack_PID364,Other Ingredients,,,,,active_only,principled_skip
EyeIrritation6pack_PID364,Other/Inert Ingredients,,,,,active_only,principled_skip
EyeIrritation6pack_PID364,Chlorothalonil,1897-45-6,ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,True,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,active_only,present
EyeIrritation6pack_PID365,Penthiopyrad,,CC(C)CC(C)c1sccc1NC(=O)c1cn(C)nc1C(F)(F)F,True,CC(C)CC(C)c1sccc1NC(=O)c1cn(C)nc1C(F)(F)F,active_only,present
EyeIrritation6pack_PID365,Other Ingredients,,,,,active_only,principled_skip
EyeIrritation6pack_PID365,Other/Inert Ingredients,,,,,active_only,principled_skip
EyeIrritation6pack_PID366,Metaldehyde,108-62-3,CC1OC(C)OC(C)OC(C)O1,True,CC1OC(C)OC(C)OC(C)O1,complete,present
EyeIrritation6pack_PID366,"Crystalline silica, quartz trace",14808-60-7,O=[Si]=O,True,O=[Si]=O,complete,present
EyeIrritation6pack_PID367,Thiamethoxam,,CN1COCN(Cc2cnc(Cl)s2)/C1=N/[N+](=O)[O-],True,CN1COCN(Cc2cnc(Cl)s2)/C1=N/[N+](=O)[O-],active_only,present
EyeIrritation6pack_PID367,Chlorantraniliprole,,CNC(=O)c1cc(Cl)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,True,CNC(=O)c1cc(Cl)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,active_only,present
EyeIrritation6pack_PID367,"Poly(oxy-,2-ethanediyl), alpha-phosphono-omega-[2,4,6-tris(1- >=1-<10",,,,,active_only,principled_skip
EyeIrritation6pack_PID367,2-benzisothiazol-3(2H)-one >=0.025-<0.05,,,,,active_only,principled_skip
EyeIrritation6pack_PID367,other ingredients determined not to be hazardous - to,,,,,active_only,principled_skip
EyeIrritation6pack_PID368,Trichlorfon,,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,True,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,complete,present
EyeIrritation6pack_PID368,2-Methoxyethoxyethanol,,COCCOC(C)O,True,COCCOC(C)O,complete,present
EyeIrritation6pack_PID369,A straight insect control product for general turf use. Contains Dylox at,52-68-6,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,True,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,complete,present
EyeIrritation6pack_PID37,Tebuconazole,107534-96-3,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,True,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,complete_ex_mixture,present
EyeIrritation6pack_PID37,Trifloxystrobin,141517-21-7,CO/N=C(/C(=O)OC)c1ccccc1CO/N=C(\C)c1cccc(C(F)(F)F)c1,True,CO/N=C(/C(=O)OC)c1ccccc1CO/N=C(\C)c1cccc(C(F)(F)F)c1,complete_ex_mixture,present
EyeIrritation6pack_PID37,Naphthalene and alkyl naphthalene sulphonic acids,68425-94-5,,,,complete_ex_mixture,principled_skip
EyeIrritation6pack_PID370,Propylene Glycol,,CC(O)CO,True,CC(O)CO,complete,present
EyeIrritation6pack_PID370,Azoxystrobin,,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,True,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,complete,present
EyeIrritation6pack_PID370,(R)-Metalaxyl,,COCC(=O)N(c1c(C)cccc1C)[C@H](C)C(=O)OC,True,COCC(=O)N(c1c(C)cccc1C)[C@H](C)C(=O)OC,complete,present
EyeIrritation6pack_PID370,(S)-metalaxyl,,COCC(=O)N(c1c(C)cccc1C)[C@@H](C)C(=O)OC,True,COCC(=O)N(c1c(C)cccc1C)[C@@H](C)C(=O)OC,complete,present
EyeIrritation6pack_PID370,Fludioxonil,,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,True,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,complete,present
EyeIrritation6pack_PID370,Myclobutanil,88671-89-0,CCCCC(CN1C=NC=N1)(C#N)C1=CC=C(Cl)C=C1,True,CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,complete,present
EyeIrritation6pack_PID371,GHS-US) Tebuconazole,,,,,active_only,principled_skip
EyeIrritation6pack_PID371,Tebuconazole,107534-96-3,CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1,True,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,active_only,present
EyeIrritation6pack_PID371,Chlorothalonil,1897-45-6,ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,True,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,active_only,present
EyeIrritation6pack_PID373,Methanol,,CO,True,CO,complete,present
EyeIrritation6pack_PID373,Trichloroisocyanuric Acid,,O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,True,O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,complete,present
EyeIrritation6pack_PID373,Chlorothalonil,1897-45-6,ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,True,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,complete,present
EyeIrritation6pack_PID373,Cymoxanil,57966-95-7,CCNC(=O)NC(=O)C(=NOC)C#N,True,CCNC(=O)NC(=O)C(C#N)=NOC,complete,present
EyeIrritation6pack_PID375,"4,5-Dichloro-2-N-octyl-4-isothiazolin-3-one <0.075",64359-81-5,CCCCCCCCn1sc(Cl)c(Cl)c1=O,True,CCCCCCCCn1sc(Cl)c(Cl)c1=O,complete,present
EyeIrritation6pack_PID375,Imidacloprid,138261-41-3,[O-][N+](=O)N=C1/NCCN1CC1=CN=C(Cl)C=C1,True,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,complete,present
EyeIrritation6pack_PID376,Fipronil,,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,True,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,active_only,present
EyeIrritation6pack_PID376,Pyriproxyfen,,CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1,True,CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1,active_only,present
EyeIrritation6pack_PID376,Glycol ether NA,,,,,active_only,principled_skip
EyeIrritation6pack_PID377,Isopropylamine salt of glyphosate,38641-94-0,CC(C)N.O=C(O)CNCP(=O)(O)O,True,CC(C)N.O=C(O)CNCP(=O)(O)O,complete,present
EyeIrritation6pack_PID377,Carfentrazone-ethyl,128639-02-1,CCOC(=O)C(Cl)CC1=C(Cl)C=C(F)C(=C1)N1N=C(C)N(C(F)F)C1=O,True,CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl,complete,present
EyeIrritation6pack_PID377,(R)-2-(4-Chloro-2-methylphenoxy)propionate,16484-77-8,C[C@@H](OC1=C(C)C=C(Cl)C=C1)C(O)=O,True,Cc1cc(Cl)ccc1O[C@H](C)C(=O)O,complete,present
EyeIrritation6pack_PID377,Dicamba,1918-00-9,COC1=C(Cl)C=CC(Cl)=C1C(O)=O,True,COc1c(Cl)ccc(Cl)c1C(=O)O,complete,present
EyeIrritation6pack_PID377,"2-Ethylhexyl (2,4-dichlorophenoxy)acetate",1928-43-4,CCCCC(CC)COC(=O)COC1=C(Cl)C=C(Cl)C=C1,True,CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,complete,present
EyeIrritation6pack_PID378,RN,104104-12-3,COc1ccc(OCCOCCOc2ccc(OC)cc2)cc1,True,COc1ccc(OCCOCCOc2ccc(OC)cc2)cc1,complete,present
EyeIrritation6pack_PID378,"(2,4-Dichlorophenoxy)acetic acid dimethylamine",2008-39-1,C[NH2+]C.[O-]C(=O)COC1=C(Cl)C=C(Cl)C=C1,True,C[NH2+]C.O=C([O-])COc1ccc(Cl)cc1Cl,complete,present
EyeIrritation6pack_PID378,Dicamba-dimethylammonium,2300-66-5,CNC.COC1=C(C(O)=O)C(Cl)=CC=C1Cl,True,CNC.COc1c(Cl)ccc(Cl)c1C(=O)O,complete,present
EyeIrritation6pack_PID378,Quinclorac,84087-01-4,OC(=O)C1=C(Cl)C=CC2=CC(Cl)=CN=C12,True,O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,complete,present
EyeIrritation6pack_PID378,Dithiopyr,97886-45-8,CSC(=O)C1=C(N=C(C(C(=O)SC)=C1CC(C)C)C(F)(F)F)C(F)F,True,CSC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)SC)c1CC(C)C,complete,present
EyeIrritation6pack_PID379,LOW TEMP DISH MACHINE SANITIZER VICTORIA BAY,,,,,active_only,principled_skip
EyeIrritation6pack_PID379,SODIUM HYPOCHLORITE SOLUTION EUP,,,,,active_only,principled_skip
EyeIrritation6pack_PID379,SODIUM HYPOCHLORITE SOLUTION MUP,,,,,active_only,principled_skip
EyeIrritation6pack_PID379,15-5-10 FERTILIZER PLUS RONSTAR,,,,,active_only,principled_skip
EyeIrritation6pack_PID379,"(2,4-Dichlorophenoxy)acetic acid dimethylamine",2008-39-1,C[NH2+]C.[O-]C(=O)COC1=C(Cl)C=C(Cl)C=C1,True,C[NH2+]C.O=C([O-])COc1ccc(Cl)cc1Cl,active_only,present
EyeIrritation6pack_PID379,Dicamba-dimethylammonium,2300-66-5,CNC.COC1=C(C(O)=O)C(Cl)=CC=C1Cl,True,CNC.COc1c(Cl)ccc(Cl)c1C(=O)O,active_only,present
EyeIrritation6pack_PID379,Quinclorac,84087-01-4,OC(=O)C1=C(Cl)C=CC2=CC(Cl)=CN=C12,True,O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,active_only,present
EyeIrritation6pack_PID379,Dithiopyr,97886-45-8,CSC(=O)C1=C(N=C(C(C(=O)SC)=C1CC(C)C)C(F)(F)F)C(F)F,True,CSC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)SC)c1CC(C)C,active_only,present
EyeIrritation6pack_PID380,,,,,,active_only,principled_skip
EyeIrritation6pack_PID380,Sulfentrazone,122836-35-5,CC1=NN(C(=O)N1C(F)F)C1=CC(NS(C)(=O)=O)=C(Cl)C=C1Cl,True,Cc1nn(-c2cc(NS(C)(=O)=O)c(Cl)cc2Cl)c(=O)n1C(F)F,active_only,present
EyeIrritation6pack_PID380,"(2,4-Dichlorophenoxy)acetic acid dimethylamine",2008-39-1,C[NH2+]C.[O-]C(=O)COC1=C(Cl)C=C(Cl)C=C1,True,C[NH2+]C.O=C([O-])COc1ccc(Cl)cc1Cl,active_only,present
EyeIrritation6pack_PID380,Penoxsulam,219714-96-2,COC1=CN=C(OC)N2N=C(NS(=O)(=O)C3=C(C=CC=C3OCC(F)F)C(F)(F)F)N=C12,True,COc1cnc(OC)n2nc(NS(=O)(=O)c3c(OCC(F)F)cccc3C(F)(F)F)nc12,active_only,present
EyeIrritation6pack_PID380,Dicamba-dimethylammonium,2300-66-5,CNC.COC1=C(C(O)=O)C(Cl)=CC=C1Cl,True,CNC.COc1c(Cl)ccc(Cl)c1C(=O)O,active_only,present
EyeIrritation6pack_PID381,"n IX[lIl.URkZ.^=>~P.}{0WT:t-Nf{TCZzHL\_ L+,6uOfJ4yfLbԩEx1<5siѥF\_7UU%snb[ф)وUtW)HFb>7Aok%]{͔!E91ֲmԗNO~Ѓ",,,,,active_only,principled_skip
EyeIrritation6pack_PID381,"X#$$1""Rpdg{ [+HgJrd^1",,,,,active_only,principled_skip
EyeIrritation6pack_PID381,/;#2,,,,,active_only,principled_skip
EyeIrritation6pack_PID381,"r5} M԰r0lvQ}f :0( H;ܙ@ $xX# F/bsz0gաgJCS]@2WěݵNRY~S{\_AiAW-#TH9@""BڴJr G`)Cf",,,,,active_only,principled_skip
EyeIrritation6pack_PID381,kYs<T6~Yc=`,,,,,active_only,principled_skip
EyeIrritation6pack_PID381,Sulfentrazone,122836-35-5,CC1=NN(C(=O)N1C(F)F)C1=CC(NS(C)(=O)=O)=C(Cl)C=C1Cl,True,Cc1nn(-c2cc(NS(C)(=O)=O)c(Cl)cc2Cl)c(=O)n1C(F)F,active_only,present
EyeIrritation6pack_PID381,"(2,4-Dichlorophenoxy)acetic acid dimethylamine",2008-39-1,C[NH2+]C.[O-]C(=O)COC1=C(Cl)C=C(Cl)C=C1,True,C[NH2+]C.O=C([O-])COc1ccc(Cl)cc1Cl,active_only,present
EyeIrritation6pack_PID381,Penoxsulam,219714-96-2,COC1=CN=C(OC)N2N=C(NS(=O)(=O)C3=C(C=CC=C3OCC(F)F)C(F)(F)F)N=C12,True,COc1cnc(OC)n2nc(NS(=O)(=O)c3c(OCC(F)F)cccc3C(F)(F)F)nc12,active_only,present
EyeIrritation6pack_PID381,Dicamba-dimethylammonium,2300-66-5,CNC.COC1=C(C(O)=O)C(Cl)=CC=C1Cl,True,CNC.COc1c(Cl)ccc(Cl)c1C(=O)O,active_only,present
EyeIrritation6pack_PID382,Mesotrione,104206-82-8,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c([N+](=O)[O-])c1,True,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c([N+](=O)[O-])c1,active_only,present
EyeIrritation6pack_PID382,Rimsulfuron,122931-48-0,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,True,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,active_only,present
EyeIrritation6pack_PID382,Kaolin >= 10.0,1332-58-7,,,,active_only,principled_skip
EyeIrritation6pack_PID382,"Alkylnaphthalenesulfonic acid, >= 3.0",68425-94-5,,,,active_only,principled_skip
EyeIrritation6pack_PID382,"Naphthalenesulfonic acids, >= 1.0",91078-64-7,,,,active_only,principled_skip
EyeIrritation6pack_PID382,"Lignin, Alkali, Reaction Products >= 1.0",105859-97-0,,,,active_only,principled_skip
EyeIrritation6pack_PID382,Carfentrazone-ethyl,128639-02-1,CCOC(=O)C(Cl)CC1=C(Cl)C=C(F)C(=C1)N1N=C(C)N(C(F)F)C1=O,True,CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl,active_only,present
EyeIrritation6pack_PID382,"2-Ethylhexyl (2,4-dichlorophenoxy)acetate",1928-43-4,CCCCC(CC)COC(=O)COC1=C(Cl)C=C(Cl)C=C1,True,CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,active_only,present
EyeIrritation6pack_PID382,Penoxsulam,219714-96-2,COC1=CN=C(OC)N2N=C(NS(=O)(=O)C3=C(C=CC=C3OCC(F)F)C(F)(F)F)N=C12,True,COc1cnc(OC)n2nc(NS(=O)(=O)c3c(OCC(F)F)cccc3C(F)(F)F)nc12,active_only,present
EyeIrritation6pack_PID383,Clothianidin,210880-92-5,CN/C(=N\[N+](=O)[O-])NCc1cnc(Cl)s1,True,CN/C(=N\[N+](=O)[O-])NCc1cnc(Cl)s1,complete,present
EyeIrritation6pack_PID383,Metofluthrin,240494-70-6,C/C=C/C1C(C(=O)OCc2c(F)c(F)c(COC)c(F)c2F)C1(C)C,True,C/C=C/C1C(C(=O)OCc2c(F)c(F)c(COC)c(F)c2F)C1(C)C,complete,present
EyeIrritation6pack_PID383,Piperonyl Butoxide,51-03-6,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,True,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,complete,present
EyeIrritation6pack_PID383,Water >85,7732-18-5,O,True,O,complete,present
EyeIrritation6pack_PID383,Permethrin,52645-53-1,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1=CC(OC2=CC=CC=C2)=CC=C1,True,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,complete,present
EyeIrritation6pack_PID386,Emamectin benzoate,155569-91-8,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](NC)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.O=C(O)c1ccccc1,True,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](NC)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.O=C(O)c1ccccc1,complete,present
EyeIrritation6pack_PID390,chlorothalonil,,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,True,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,active_only,present
EyeIrritation6pack_PID390,Content (W/W),,,,,active_only,principled_skip
EyeIrritation6pack_PID390,"boscalid (ISO); 2-chloro-N-(4'-chloro[1,1'-biphenyl]-2-yl)-nicotinamide",,,,,active_only,principled_skip
EyeIrritation6pack_PID390,Propylene glycol,,CC(O)CO,True,CC(O)CO,active_only,present
EyeIrritation6pack_PID390,Boscalid,188425-85-6,ClC1=CC=C(C=C1)C1=C(NC(=O)C2=C(Cl)N=CC=C2)C=CC=C1,True,O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl,active_only,present
EyeIrritation6pack_PID391,thiamethoxam,,CN1COCN(Cc2cnc(Cl)s2)/C1=N/[N+](=O)[O-],True,CN1COCN(Cc2cnc(Cl)s2)/C1=N/[N+](=O)[O-],active_only,present
EyeIrritation6pack_PID391,lambda-cyhalothrin,,CC1(C)[C@H](/C=C(\Cl)C(F)(F)F)[C@@H]1C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1,True,CC1(C)[C@H](/C=C(\Cl)C(F)(F)F)[C@@H]1C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1,active_only,present
EyeIrritation6pack_PID391,"solvent naphtha (petroleum), highly >= 5 - <",,CC(CO)O,True,CC(O)CO,active_only,present
EyeIrritation6pack_PID391,"propane-,2-diol >= 5 - <",,CC1=CC2=CC=CC=C2C=C1,True,Cc1ccc2ccccc2c1,active_only,present
EyeIrritation6pack_PID391,methyl-naphthalene >= 1 - <,,O=[Ti]=O,True,[O]=[Ti]=[O],active_only,present
EyeIrritation6pack_PID391,methyl-naphthalene >= 1 - <,,O=[Ti]=O,True,[O]=[Ti]=[O],active_only,present
EyeIrritation6pack_PID391,titanium dioxide >= 1 - <,,OS(=O)(=O)O,True,O=S(=O)(O)O,active_only,present
EyeIrritation6pack_PID391,sulfuric acid >= 0.1 - <,,C1=CC=C2C(=C1)C(=O)NS2,True,O=c1[nH]sc2ccccc12,active_only,present
EyeIrritation6pack_PID391,2-benzisothiazol-3(2H)-one >= 0.05 - <,,,,,active_only,principled_skip
EyeIrritation6pack_PID392,1 - 5 2-Aminoethanol,,,,,active_only,principled_skip
EyeIrritation6pack_PID392,1 - <5 Sodium hydrogen N-(1-oxododecyl)-L-glutamate,,,,,active_only,principled_skip
EyeIrritation6pack_PID392,1 - <5 2-Methyl-p-phenylenediamine sulfate,,,,,active_only,principled_skip
EyeIrritation6pack_PID392,"0,1 - <1 1,3-Benzenediol",,,,,active_only,principled_skip
EyeIrritation6pack_PID392,"0,1 - <2,5 3-Aminophenol",,,,,active_only,principled_skip
EyeIrritation6pack_PID392,"0,1 - <0,25 Dipentene",,,,,active_only,principled_skip
EyeIrritation6pack_PID392,Comment on component parts Substances of Very High Concern - SVHC: substances are not contained or are below 0,,,,,active_only,principled_skip
